site,plot,species,leaf,lma,cover,gli,x,y,N_leaf,N_soil,P_soil,P_leaf
aiken,Aik28,FuMa,3.3828,41.2875,10,12.24,7088,3657,4.1654,1294,8,0.3646
aiken,Aik29,MyPl,11.4763,92.0811,20,20.95,6989,3749,2.0387,2124,28,0.1548
aiken,Aik29,ArCh,30.519,44.5187,80,20.95,6989,3749,2.4783,2124,28,0.1451
aiken,Aik30,LoFe,14.2949,52.3731,10,14.3,6943,3756,NA,2700,186,NA
aiken,Aik30,MyPl,16.7231,81.8256,40,14.3,6943,3756,1.4141,2700,186,0.3337
aiken,Aik30,LuAp,3.4678,56.2931,10,14.3,6943,3756,NA,2700,186,NA
aiken,Aik30,ArCh,18.0921,26.4756,20,14.3,6943,3756,2.6077,2700,186,0.2066
aiken,Aik30,RaSp,2.5126,39.6998,20,14.3,6943,3756,2.2326,2700,186,0.3683
aiken,Aik31,LoFe,29.6975,60.9142,10,21.61,6431,3977,1.3795,165,5,0.1106
aiken,Aik31,CaPa,11.4045,40.5104,10,21.61,6431,3977,1.1221,165,5,0.154
aiken,Aik31,MyPl,8.4416,67.8781,10,21.61,6431,3977,NA,165,5,NA
aiken,Aik31,LuAp,3.4711,57.9783,10,21.61,6431,3977,NA,165,5,NA
aiken,Aik31,AmLu,3.8084,78.0989,40,21.61,6431,3977,1.0842,165,5,0.1254
aiken,Aik31,LaPh,1.6923,52.5911,20,21.61,6431,3977,NA,165,5,NA
aiken,Aik32,EmCo,19.3165,51.0314,20,10.24,6441,3994,2.0248,229,5,0.1567
aiken,Aik32,CaPa,20.2665,64.9102,20,10.24,6441,3994,NA,229,5,NA
aiken,Aik32,LoFe,34.9022,72.3737,20,10.24,6441,3994,NA,229,5,NA
aiken,Aik32,AmLu,5.82,85.8033,15,10.24,6441,3994,0.86315,229,5,0.0807
aiken,Aik32,LuAp,1.8734,58.5399,15,10.24,6441,3994,NA,229,5,NA
aiken,Aik32,LaPh,NA,NA,10,10.24,6441,3994,1.1484,229,5,0.0839
aiken,Aik33,RaSp,2.168,32.3304,20,10.33,6463,4018,NA,311,3,NA
aiken,Aik33,EmCo,34.9553,52.467,20,10.33,6463,4018,1.7023,311,3,0.1761
aiken,Aik33,MyPl,6.8343,75.258,15,10.33,6463,4018,1.7864,311,3,0.1078
aiken,Aik33,LaPh,3.6019,33.4546,15,10.33,6463,4018,1.5625,311,3,0.2673
aiken,Aik33,AmLu,2.396,64.1079,10,10.33,6463,4018,NA,311,3,NA
aiken,Aik33,AzLa,2.0633,30.2433,10,10.33,6463,4018,NA,311,3,NA
aiken,Aik33,ArCh,NA,NA,10,10.33,6463,4018,1.8014,311,3,0.096
aiken,Aik35,MyPl,18.6897,77.8236,20,19.25,6490,4049,1.2374,328,1,0.128
aiken,Aik35,ArCh,12.7434,27.8837,10,19.25,6490,4049,1.8014,328,1,NA
aiken,Aik35,LoFe,30.5165,58.624,10,19.25,6490,4049,1.5166,328,1,0.1006
aiken,Aik35,LuAp,1.4471,45.61,30,19.25,6490,4049,NA,328,1,NA
aiken,Aik35,RaSp,2.9968,37.4288,30,19.25,6490,4049,1.7817,328,1,0.1273
aiken,Aik36,LoFe,40.1581,60.2618,20,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,AmLu,5.0204,86.1992,10,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,MyPl,13.7648,92.7244,10,18.39,6594,3964,1.3069,5,5,0.1218
aiken,Aik36,CaPa,24.3057,61.1242,10,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,LuAp,1.9883,72.646,10,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,AzLa,3.0811,64.2333,10,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,RaSp,1.0534,74.2358,10,18.39,6594,3964,NA,5,5,NA
aiken,Aik36,LaPh,NA,NA,20,18.39,6594,3964,1.868,5,5,0.1868
aiken,Aik37,ArCh,23.5725,33.9802,10,10.78,6622,3954,2.4042,3064,155,0.258
aiken,Aik37,FuMa,3.2657,18.9412,20,10.78,6622,3954,5.1725,3064,155,0.5773
aiken,Aik37,MyPl,13.4591,81.1347,10,10.78,6622,3954,NA,3064,155,NA
aiken,Aik37,RaSp,2.7433,58.396,20,10.78,6622,3954,NA,3064,155,NA
aiken,Aik37,LuAp,2.0735,63.9827,10,10.78,6622,3954,NA,3064,155,NA
aiken,Aik37,AmLu,NA,NA,20,10.78,6622,3954,1.5523,3064,155,0.1894
aiken,Aik37,CaPa,NA,NA,10,10.78,6622,3954,2.0487,3064,155,0.117
aiken,Aik38,DrWi,15.1029,66.9408,20,15.01,6664,3902,NA,1005,21,NA
aiken,Aik38,LaPh,8.1198,47.8151,10,15.01,6664,3902,NA,1005,21,NA
aiken,Aik38,LoFe,16.6014,54.5135,10,15.01,6664,3902,NA,1005,21,NA
aiken,Aik38,RaLa,12.9866,41.2733,15,15.01,6664,3902,NA,1005,21,NA
aiken,Aik38,AmLu,5.9902,53.8382,15,15.01,6664,3902,1.2113,1005,21,NA
aiken,Aik38,LuAp,2.0962,64.4807,20,15.01,6664,3902,NA,1005,21,NA
aiken,Aik38,RaSp,1.3561,40.6916,10,15.01,6664,3902,NA,1005,21,NA
aiken,Aik39,ArCh,11.2739,26.1002,10,13.23,6678,3921,NA,318,5,NA
aiken,Aik39,MyPl,11.8026,65.8331,50,13.23,6678,3921,1.1393,318,5,0.1506
aiken,Aik39,AmLu,2.58,41.376,10,13.23,6678,3921,1.2113,318,5,0.0927
aiken,Aik39,RaSp,3.0225,27.874,10,13.23,6678,3921,NA,318,5,NA
aiken,Aik39,LaPh,25.6404,27.5347,10,13.23,6678,3921,NA,318,5,NA
aiken,Aik39,LoFe,75.3031,72.9186,5,13.23,6678,3921,NA,318,5,NA
aiken,Aik39,AzLa,3.2942,26.7438,5,13.23,6678,3921,2.2105,318,5,0.2003
aiken,Aik40,ArCh,27.7708,28.4951,40,29.7,6820,3876,2.9476,694,5,0.2081
aiken,Aik40,FuMa,11.5337,19.8982,5,29.7,6820,3876,3.9674,694,5,0.4075
aiken,Aik40,AzLa,3.5211,35.7556,5,29.7,6820,3876,NA,694,5,0.1268
aiken,Aik40,LuAp,4.1076,86.5074,5,29.7,6820,3876,1.4072,694,5,NA
aiken,Aik40,MyPl,12.986,94.9873,40,29.7,6820,3876,NA,694,5,NA
aiken,Aik40,RaSp,3.0371,39.7092,5,29.7,6820,3876,NA,694,5,NA
aiken,Aik41,ArCh,23.7309,43.3893,50,17.97,6880,3817,2.588,202,6,0.1028
aiken,Aik41,MyPl,6.2264,80.4643,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,LuAp,3.9284,76.1121,5,17.97,6880,3817,1.5344,202,6,0.0798
aiken,Aik41,CaPa,43.1696,54.1006,2,17.97,6880,3817,2.3393,202,6,0.1577
aiken,Aik41,LaPh,13.0401,48.1784,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,EmCo,13.2248,29.6413,5,17.97,6880,3817,1.6538,202,6,0.2336
aiken,Aik41,FuMa,5.4042,24.2034,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,CaPa,8.1672,61.3429,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,AzLa,2.9478,37.1043,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,RaSp,2.8723,46.4533,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,RaLa,36.1103,59.4291,5,17.97,6880,3817,NA,202,6,NA
aiken,Aik41,FuMa,19.647,50.9493,3,17.97,6880,3817,NA,202,6,NA
aiken,Aik42,RaLa,22.7045,44.2644,20,6.84,6910,3782,NA,1838,387,NA
aiken,Aik42,ArCh,11.165,23.2571,10,6.84,6910,3782,NA,1838,387,NA
aiken,Aik42,MyPl,12.5521,53.6962,40,6.84,6910,3782,1.3071,1838,387,0.2436
aiken,Aik42,RaSp,3.9747,35.5106,20,6.84,6910,3782,NA,1838,387,NA
aiken,Aik42,LaPh,NA,NA,10,6.84,6910,3782,1.6214,1838,387,0.073
aiken,Aik43,MyPl,19.0944,68.1875,50,11.07,6904,3783,1.3941,934,27,0.1469
aiken,Aik43,LaPh,25.0714,40.7835,50,11.07,6904,3783,1.921,934,27,0.2458
aiken,Aik44,ArCh,33.1087,28.8243,30,13.29,6936,3748,2.4663,635,9,0.2671
aiken,Aik44,FuMa,6.9862,19.2666,10,13.29,6936,3748,NA,635,9,NA
aiken,Aik44,LuAp,3.0998,61.5239,10,13.29,6936,3748,NA,635,9,NA
aiken,Aik44,MyPl,18.0483,75.6487,40,13.29,6936,3748,NA,635,9,NA
aiken,Aik44,RaSp,2.7908,48.146,10,13.29,6936,3748,2.157,635,9,0.2444
aiken,Aik45,ArCh,35.9132,32.6064,40,9.68,7011,3730,NA,948,19,NA
aiken,Aik45,MyPl,20.9993,74.1217,30,9.68,7011,3730,NA,948,19,NA
aiken,Aik45,AmLu,5.4925,69.4806,10,9.68,7011,3730,NA,948,19,NA
aiken,Aik45,LuAp,4.869,63.874,10,9.68,7011,3730,NA,948,19,NA
aiken,Aik45,RaSp,2.1787,46.2562,10,9.68,7011,3730,NA,948,19,NA
aiken,Aik46,CaPa,17.3148,41.2171,2,16,7147,3638,1.8297,50,5,0.1006
aiken,Aik46,LaPh,16.5288,39.0833,3,16,7147,3638,NA,50,5,NA
aiken,Aik46,MyPl,10.1006,67.4221,40,16,7147,3638,1.0844,50,5,0.0743
aiken,Aik46,AmLu,4.5312,72.902,40,16,7147,3638,0.9935,50,5,0.0751
aiken,Aik46,AzLa,1.9321,27.8552,2,16,7147,3638,NA,50,5,NA
aiken,Aik46,RaSp,2.2477,44.3782,3,16,7147,3638,NA,50,5,NA
aiken,Aik46,LoFe,10.1229,34.5752,10,16,7147,3638,NA,50,5,NA
aiken,Aik47,MyPl,18.867,86.8713,20,12.85,7153,3626,1.2131,77,5,0.087
aiken,Aik47,AmLu,4.774,56.6956,30,12.85,7153,3626,1.2319,77,5,0.0528
aiken,Aik47,LoFe,30.264,39.0398,30,12.85,7153,3626,1.4569,77,5,0.1408
aiken,Aik47,LaPh,NA,NA,20,12.85,7153,3626,2.1439,77,5,0.135
aiken,Aik48,MyPl,15.5975,69.8618,50,7.64,6953,2705,1.1979,50,35,0.1128
aiken,Aik48,LuAp,5.4876,77.5197,10,7.64,6953,2705,NA,50,35,NA
aiken,Aik48,LoFe,21.337,45.0392,10,7.64,6953,2705,1.4661,50,35,0.2315
aiken,Aik48,LaPh,3.0918,48.1111,20,7.64,6953,2705,NA,50,35,NA
aiken,Aik48,AmLu,NA,NA,10,7.64,6953,2705,1.2092,50,35,0.0915
aiken,Aik49,LoFe,33.2665,74.6398,30,11.46,6959,2419,1.1833,118,3,0.0967
aiken,Aik49,LaPh,20.3604,68.9083,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,CaPa,22.7363,66.7216,5,11.46,6959,2419,1.6098,118,3,0.096
aiken,Aik49,RaLa,32.4759,63.2623,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,LuAp,5.3879,80.3281,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,WeTr,9.5577,82.2635,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,PoNu,1.0676,96.322,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,EmCo,26.5953,65.6382,5,11.46,6959,2419,1.2542,118,3,0.1002
aiken,Aik49,AmLu,5.3913,99.4987,25,11.46,6959,2419,0.9807,118,3,0.1398
aiken,Aik49,AzLa,1.1055,66.811,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik49,GaMu,0.9086,100.783,5,11.46,6959,2419,NA,118,3,NA
aiken,Aik50,MyPl,30.0199,71.3527,100,10.7,6918,2625,NA,NA,NA,NA
aiken,Aik51,LoFe,10.1376,49.4693,15,23.7,6905,2621,NA,NA,NA,NA
aiken,Aik51,ArCh,10.523,29.3958,20,23.7,6905,2621,NA,NA,NA,NA
aiken,Aik51,FuMa,6.2158,21.4777,15,23.7,6905,2621,NA,NA,NA,NA
aiken,Aik51,MyPl,14.6474,91.2452,50,23.7,6905,2621,NA,NA,NA,NA
aiken,Aik52,LoFe,31.2978,59.3013,10,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik52,MyPl,17.9453,98.4938,50,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik52,AmLu,8.7471,73.6628,10,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik52,LuAp,5.2332,74.3968,10,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik52,ArCh,8.8187,26.9316,10,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik52,EmCo,20.5173,32.5092,10,17.39,6910,2648,NA,NA,NA,NA
aiken,Aik53,FuMa,6.8816,15.2945,30,7.13,6915,2635,NA,NA,NA,NA
aiken,Aik53,ArCh,13.242,26.6766,20,7.13,6915,2635,NA,NA,NA,NA
aiken,Aik53,RaSp,2.8934,34.3306,30,7.13,6915,2635,NA,NA,NA,NA
aiken,Aik53,LaPh,9.8867,34.7942,20,7.13,6915,2635,NA,NA,NA,NA
aiken,Aik54,MyPl,12.0813,62.3001,40,5.73,6954,2662,NA,NA,NA,NA
aiken,Aik54,ArCh,13.6957,25.6529,40,5.73,6954,2662,NA,NA,NA,NA
aiken,Aik54,RaLa,11.6528,48.9153,5,5.73,6954,2662,NA,NA,NA,NA
aiken,Aik54,RaSp,5.5386,36.4716,5,5.73,6954,2662,NA,NA,NA,NA
aiken,Aik54,PoNu,1.168,77.0576,10,5.73,6954,2662,NA,NA,NA,NA
aiken,Aik55,MyPl,24.032,74.9418,50,9.53,6936,2655,NA,NA,NA,NA
aiken,Aik55,LaPh,19.0563,48.4354,10,9.53,6936,2655,NA,NA,NA,NA
aiken,Aik55,ArCh,11.9884,26.3031,20,9.53,6936,2655,NA,NA,NA,NA
aiken,Aik55,RaSp,4.5684,37.7814,10,9.53,6936,2655,NA,NA,NA,NA
aiken,Aik55,LuAp,5.4583,66.0007,10,9.53,6936,2655,NA,NA,NA,NA
aiken,Aik56,LoFe,50.3701,49.8907,5,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik56,CaPa,24.8325,55.2234,40,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik56,MyPl,21.4291,77.6981,20,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik56,AmLu,7.488,69.5517,20,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik56,ArCh,8.7968,43.7093,10,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik56,AzLa,3.5146,48.749,5,9.07,6972,2670,NA,NA,NA,NA
aiken,Aik57,DrWi,37.2108,91.2504,10,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik57,AmLu,7.035,71.4432,50,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik57,CaPa,21.6751,47.543,10,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik57,LuAp,4.5006,64.2882,10,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik57,LoFe,73.8106,61.2243,10,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik57,MyPl,17.0245,59.5908,10,6.75,6998,2665,NA,NA,NA,NA
aiken,Aik60,CaPa,15.6006,165.2658,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,DrWi,40.1736,245.0034,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,NoNi,2.7559,229.2344,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,WeTr,13.6616,144.6874,15,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,NoAn,1.3071,92.1452,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,AmLu,2.0986,173.0254,15,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,GaMu,0.668,204.0969,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,BaPa,0.4778,124.9664,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik60,TeSt,0.6233,107.2336,10,70.26,6333,3885,NA,NA,NA,NA
aiken,Aik61,CaPa,8.8529,143.1628,10,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,EmCo,11.363,157.4413,10,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,LuAp,2.3364,149.3048,20,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,NoNi,2.7212,200.0335,10,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,BaPa,0.8344,115.0486,30,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,BeMi,1.8271,169.8886,10,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik61,TeSt,0.2554,162.9518,10,85.48,6323,3879,NA,NA,NA,NA
aiken,Aik62,EmCo,19.9867,173.7906,10,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,LuAp,1.9608,156.0574,10,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,FuMa,10.7058,228.0824,10,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,NoAn,2.3752,104.4123,25,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,WeTr,6.3026,144.743,10,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,BaPa,0.5057,138.6692,25,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik62,TeSt,0.2045,161.3396,10,76.25,6308,3871,NA,NA,NA,NA
aiken,Aik63,LaPh,11.913,198.6237,10,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,EmCo,19.6312,106.2256,10,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,AmLu,3.3255,151.9303,20,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,NoAn,1.253,97.5123,10,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,RaSp,0.8743,159.2771,10,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,ArCh,23.1775,90.5965,30,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik63,FuMa,4.4431,64.8201,10,53.75,7231,2930,NA,NA,NA,NA
aiken,Aik64,AzLa,3.1625,130.0916,25,22.81,6959,2717,NA,NA,NA,NA
aiken,Aik64,FuMa,1.9406,60.8059,25,22.81,6959,2717,NA,NA,NA,NA
aiken,Aik64,MyPl,2.5519,154.7983,50,22.81,6959,2717,NA,NA,NA,NA
aiken,Aik65,WeTr,15.7304,162.6536,20,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik65,BeMi,1.8029,151.4236,10,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik65,LoFe,15.2671,144.0846,15,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik65,NoNi,4.7986,198.8882,15,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik65,RaLa,16.0931,122.7237,20,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik65,AmLu,1.9593,178.3773,20,67.45,6418,3945,NA,NA,NA,NA
aiken,Aik66,CaPa,20.4111,103.3631,10,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik66,DrWi,32.1628,135.2598,10,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik66,LoFe,23.7708,167.7061,10,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik66,NoNi,6.4919,164.3807,30,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik66,GaMu,0.782,195.9129,20,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik66,AmLu,1.574,160.9739,20,38.15,6424,3938,NA,NA,NA,NA
aiken,Aik67,DrWi,44.8965,96.7559,10,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,BeMi,1.791,145.4585,10,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,LoFe,10.1251,115.7099,10,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,NoNi,6.1857,164.7967,20,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,CaPa,11.9675,104.2827,15,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,LuAp,1.941,143.031,15,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,AmLu,1.7322,140.6469,10,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik67,BaPa,0.7044,110.5748,10,73.24,6396,3929,NA,NA,NA,NA
aiken,Aik68,DrWi,34.0981,162.2964,10,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik68,LoFe,28.5657,113.7318,10,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik68,WeTr,9.0424,150.5136,10,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik68,NoNi,4.6546,174.2909,30,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik68,AmLu,2.3858,150.2672,20,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik68,LuAp,2.6719,184.1372,20,75.36,6380,3918,NA,NA,NA,NA
aiken,Aik70,RaLa,19.7496,53.4019,5,16,6889,2689,NA,NA,NA,NA
aiken,Aik70,ArCh,18.0209,33.4611,5,16,6889,2689,NA,NA,NA,NA
aiken,Aik70,LaPh,2.2266,43.7897,40,16,6889,2689,NA,NA,NA,NA
aiken,Aik70,MyPl,5.7878,65.9433,40,16,6889,2689,NA,NA,NA,NA
aiken,Aik70,RaSp,2.4637,52.6642,10,16,6889,2689,NA,NA,NA,NA
katalapi,Kat01,CaPa,27.4963,45.8062,10,10.51,7659,1101,1.4665,105,3,0.0775
katalapi,Kat01,MyPl,9.462,81.22,30,10.51,7659,1101,1.2641,105,3,0.1604
katalapi,Kat01,RaSp,1.3166,34.0399,10,10.51,7659,1101,1.871,105,3,0.1285
katalapi,Kat01,LoFe,78.0127,60.9644,10,10.51,7659,1101,1.3866,105,3,0.1384
katalapi,Kat01,RaLa,58.172,53.4621,10,10.51,7659,1101,1.3917,105,3,0.1604
katalapi,Kat01,AmLu,3.0446,61.2006,30,10.51,7659,1101,1.889,105,3,NA
katalapi,Kat02,GeAv,29.7782,53.4955,10,10.85,7658,1093,NA,73,1,NA
katalapi,Kat02,AmLu,4.4502,54.9414,30,10.85,7658,1093,1.889,73,1,0.0579
katalapi,Kat02,MyPl,15.4637,79.7354,40,10.85,7658,1093,1.3942,73,1,0.0615
katalapi,Kat02,RaSp,2.4809,38.7444,20,10.85,7658,1093,2.0671,73,1,0.1051
katalapi,Kat03,GeAv,21.1986,42.55,5,10.53,7675,1112,2.0501,138,4,0.1242
katalapi,Kat03,AmLu,4.699,56.9625,15,10.53,7675,1112,2.0579,138,4,0.1421
katalapi,Kat03,MyPl,2.0792,80.7049,30,10.53,7675,1112,1.3464,138,4,0.0543
katalapi,Kat03,EuCo,30.7701,43.6626,5,10.53,7675,1112,1.1618,138,4,0.1305
katalapi,Kat03,LaPh,22.8447,72.0736,30,10.53,7675,1112,1.6796,138,4,0.1026
katalapi,Kat03,RaSp,1.1333,40.6683,15,10.53,7675,1112,1.7195,138,4,0.1141
katalapi,Kat04,RaSp,1.2788,34.0585,10,11.53,7664,1134,NA,186,2,NA
katalapi,Kat04,LoFe,61.3614,79.1703,15,11.53,7664,1134,1.2501,186,2,0.068
katalapi,Kat04,MyPl,3.3399,80.72,25,11.53,7664,1134,NA,186,2,NA
katalapi,Kat04,EmCo,11.6855,38.766,5,11.53,7664,1134,2.0021,186,2,0.1912
katalapi,Kat04,EuCo,19.1421,39.0065,5,11.53,7664,1134,1.0612,186,2,0.1656
katalapi,Kat04,GeAv,21.2248,48.2278,15,11.53,7664,1134,1.0334,186,2,0.0373
katalapi,Kat04,AmLu,4.2501,51.9406,25,11.53,7664,1134,1.3029,186,2,0.0648
katalapi,Kat05,GeAv,43.2678,43.3233,10,10.84,7650,1183,1.0821,230,7,0.0464
katalapi,Kat05,EmCo,10.0686,33.9173,5,10.84,7650,1183,NA,230,7,NA
katalapi,Kat05,AmMe,3.5492,47.569,10,10.84,7650,1183,NA,230,7,NA
katalapi,Kat05,LuAp,3.107,87.2224,10,10.84,7650,1183,NA,230,7,NA
katalapi,Kat05,WeTr,5.7812,48.4329,10,10.84,7650,1183,NA,230,7,NA
katalapi,Kat05,CaPa,6.4372,42.0061,10,10.84,7650,1183,1.852,230,7,0.0811
katalapi,Kat05,EuCo,22.2606,34.3882,10,10.84,7650,1183,1.798,230,7,0.1949
katalapi,Kat05,AmLu,3.2962,43.8894,10,10.84,7650,1183,1.548,230,7,0.1269
katalapi,Kat05,RaSp,1.5473,34.4145,5,10.84,7650,1183,NA,230,7,NA
katalapi,Kat05,MyPl,5.2913,77.8637,10,10.84,7650,1183,1.2404,230,7,0.0696
katalapi,Kat05,FuMa,NA,NA,10,10.84,7650,1183,2.1762,230,7,0.1213
katalapi,Kat06,MyPl,16.5058,82.5163,55,8.86,7640,1163,1.3759,25,6,NA
katalapi,Kat06,RaSp,1.2568,38.5889,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,CaPa,16.8165,57.8896,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,WeTr,6.1605,56.9759,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,AmLu,4.1281,63.1774,5,8.86,7640,1163,1.8686,25,6,0.0793
katalapi,Kat06,AmMe,3.9324,51.8767,5,8.86,7640,1163,1.1703,25,6,0.1379
katalapi,Kat06,EmCo,14.9976,33.3165,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,LoFe,24.4737,58.4505,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,EuCo,11.9068,45.6044,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat06,LuAp,3.1752,61.623,5,8.86,7640,1163,NA,25,6,NA
katalapi,Kat07,LoFe,106.5382,70.8197,10,14.63,7656,1177,1.1315,84,9,0.0528
katalapi,Kat07,EmCo,24.5562,32.4969,10,14.63,7656,1177,NA,84,9,NA
katalapi,Kat07,EuCo,21.2002,43.7103,20,14.63,7656,1177,1.2741,84,9,0.0835
katalapi,Kat07,AmMe,6.474,41.8821,10,14.63,7656,1177,NA,84,9,NA
katalapi,Kat07,MyPl,5.6244,88.188,10,14.63,7656,1177,NA,84,9,NA
katalapi,Kat07,RaSp,0.8825,43.7696,20,14.63,7656,1177,1.8658,84,9,0.1014
katalapi,Kat07,GeAv,NA,NA,20,14.63,7656,1177,1.1148,84,9,0.0439
katalapi,Kat08,AmLu,4.9825,52.082,20,8.16,7653,1195,1.3417,130,10,0.0656
katalapi,Kat08,RaSp,1.5139,36.8702,10,8.16,7653,1195,NA,130,10,NA
katalapi,Kat08,DrWi,25.5229,89.4883,10,8.16,7653,1195,1.3262,130,10,0.0424
katalapi,Kat08,WeTr,6.772,46.8106,10,8.16,7653,1195,1.5754,130,10,0.05
katalapi,Kat08,AmMe,4.4699,66.8356,10,8.16,7653,1195,NA,130,10,NA
katalapi,Kat08,EuCo,NA,NA,20,8.16,7653,1195,1.3104,130,10,0.1049
katalapi,Kat08,GeAv,NA,NA,10,8.16,7653,1195,1.5175,130,10,0.0302
katalapi,Kat08,LoFe,NA,NA,10,8.16,7653,1195,1.5322,130,10,0.0575
katalapi,Kat09,CaPa,23.5688,47.4357,10,9.21,7657,1257,1.9833,168,5,0.0885
katalapi,Kat09,RaSp,1.3712,32.0899,10,9.21,7657,1257,NA,168,5,NA
katalapi,Kat09,LuAp,1.6961,51.981,10,9.21,7657,1257,NA,168,5,NA
katalapi,Kat09,AmMe,5.4269,51.963,10,9.21,7657,1257,NA,168,5,NA
katalapi,Kat09,LaPh,25.6199,25.1367,20,9.21,7657,1257,2.5168,168,5,0.0921
katalapi,Kat09,DrWi,9.2232,49.9827,10,9.21,7657,1257,NA,168,5,NA
katalapi,Kat09,AmLu,3.5896,52.5828,10,9.21,7657,1257,NA,168,5,NA
katalapi,Kat09,MyPl,14.9645,65.0205,10,9.21,7657,1257,2.0105,168,5,0.1137
